flight_id,anomaly_type,timestamp,latitude,longitude,altitude,ground_speed,vertical_speed,heading
FLT0001,Normal,2025-01-01T12:16:40,49.17438177929126,2.8747188132007984,8046.6361348397,261,301,331
FLT0001,Normal,2025-01-01T12:17:00,49.1807129355851,2.8901716036529446,8221.303432542432,370,33,297
FLT0001,Normal,2025-01-01T12:17:20,49.191217357178154,2.908817089612961,8128.6489434803025,428,-372,22
FLT0001,Normal,2025-01-01T12:17:40,49.21752615886157,2.9219474164935035,7976.009220505486,277,134,154
FLT0001,Normal,2025-01-01T12:18:00,49.23514220999006,2.9110555210855296,7997.1475688145965,369,605,345
FLT0001,Normal,2025-01-01T12:18:20,49.24756783474821,2.928876783157896,7849.620595304329,345,-203,162
FLT0001,Normal,2025-01-01T12:18:40,49.243285677116766,2.95682820502108,7997.223029601141,205,-39,59
FLT0001,Normal,2025-01-01T12:19:00,49.26200854738243,2.970238530650062,7956.701204161979,320,536,358
FLT0001,Normal,2025-01-01T12:19:20,49.28183612424692,2.983673966795947,8048.407784050713,402,-415,99
FLT0001,Normal,2025-01-01T12:19:40,49.30170175999606,3.0304736236313796,7875.915358467151,201,640,42
FLT0001,Normal,2025-01-01T12:20:00,49.300577385138325,3.01107803262371,8077.901977136175,436,545,41
FLT0001,Normal,2025-01-01T12:20:20,49.31693535654208,3.0301476027105307,8229.910836950387,379,-56,63
FLT0001,Normal,2025-01-01T12:20:40,49.32115141536061,3.0417547827356035,7983.685977731471,207,702,66
FLT0001,Normal,2025-01-01T12:21:00,49.33367551765181,3.0521514964056755,8060.256758314841,200,-418,225
FLT0001,Normal,2025-01-01T12:21:20,49.367185660908504,3.0559077102381607,8103.521598756667,255,83,203
FLT0001,Normal,2025-01-01T12:21:40,49.386045621762214,3.080072913681443,7939.816929217124,237,-629,194
FLT0001,Normal,2025-01-01T12:22:00,49.385185939052654,3.0781777881230807,8033.613872271562,247,56,164
FLT0001,Normal,2025-01-01T12:22:20,49.409364188039326,3.096960672993003,8001.888860117269,397,265,328
FLT0001,Normal,2025-01-01T12:22:40,49.416368038102824,3.107898042374058,8014.6514147823245,220,375,195
FLT0001,Normal,2025-01-01T12:23:00,49.419723299098244,3.1269932380381587,7884.04853242168,297,-677,309
FLT0001,Normal,2025-01-01T12:23:20,49.44321127149133,3.162743901102977,8003.676526138842,402,-136,30
FLT0001,Normal,2025-01-01T12:23:40,49.46840049989285,3.134347482302271,8074.699743686818,241,672,100
FLT0001,Normal,2025-01-01T12:24:00,49.46608469262903,3.1733055549238793,8217.671541169257,350,-310,166
FLT0001,Normal,2025-01-01T12:24:20,49.49551220837022,3.1637386131001843,8143.890623912781,344,-308,93
FLT0001,Normal,2025-01-01T12:24:40,49.467091139563124,3.1885692719461325,8322.977368626733,413,-327,321
FLT0001,Normal,2025-01-01T12:25:00,49.51493043443973,3.2176009153656473,7884.8978655667925,239,129,59
FLT0001,Normal,2025-01-01T12:25:20,49.5210046988703,3.2207770283788744,8130.848095508101,301,528,274
FLT0001,Normal,2025-01-01T12:25:40,49.53056697347521,3.2227795992005728,8027.501300860753,359,-528,213
FLT0001,Normal,2025-01-01T12:26:00,49.54789747353716,3.2398268286792122,8328.470439982651,386,260,237
FLT0001,Normal,2025-01-01T12:26:20,49.54052699541774,3.2671986620531053,7878.755257196727,246,-183,237
FLT0001,Normal,2025-01-01T12:26:40,49.57162878447733,3.2665218370385336,7874.041723672884,387,-468,302
FLT0001,Normal,2025-01-01T12:27:00,49.59081944786277,3.289412908043471,7910.091103183397,264,737,84
FLT0001,Normal,2025-01-01T12:27:20,49.61545008138701,3.3011268593386354,7681.415641353529,299,-94,244
FLT0001,Normal,2025-01-01T12:27:40,49.608911257548804,3.3075779562554857,7921.136746747886,203,-625,155
FLT0001,Normal,2025-01-01T12:28:00,49.61943184249456,3.3489562194167437,7886.130100766945,262,-256,31
FLT0001,Normal,2025-01-01T12:28:20,49.63592202687959,3.3472787875386163,8022.559067971431,485,-478,334
FLT0001,Normal,2025-01-01T12:28:40,49.6635164372844,3.334110990240806,8051.263396366574,320,-608,329
FLT0001,Normal,2025-01-01T12:29:00,49.67107274599592,3.369649778047023,8281.425625882383,366,147,168
FLT0001,Normal,2025-01-01T12:29:20,49.67591045165361,3.3745901890435914,8142.563575727908,366,206,130
FLT0001,Normal,2025-01-01T12:29:40,49.69976354681436,3.403155205831184,7913.46445165064,310,-369,45
FLT0001,Normal,2025-01-01T12:30:00,49.709024466768646,3.4001284838908408,7865.237799297746,292,134,338
FLT0001,Normal,2025-01-01T12:30:20,49.731162959972444,3.420329145652445,8073.787875725976,297,592,281
FLT0001,Normal,2025-01-01T12:30:40,49.72787879792028,3.439949201648865,7801.965018946904,465,-350,145
FLT0001,Normal,2025-01-01T12:31:00,49.74504552618503,3.4569796995927082,8274.718814878153,383,-341,346
FLT0001,Normal,2025-01-01T12:31:20,49.75782388491163,3.4497420023723953,8176.916018108193,286,-107,6
FLT0001,Normal,2025-01-01T12:31:40,49.76053263575358,3.47182277287649,7929.623652184294,407,583,85
FLT0001,Normal,2025-01-01T12:32:00,49.79155180679749,3.4838411509152363,7743.029820636369,203,-476,261
FLT0001,Normal,2025-01-01T12:32:20,49.804623975540586,3.495480130493055,8203.080856124812,423,-568,173
FLT0001,Normal,2025-01-01T12:32:40,49.81548737617717,3.5330907840135493,7982.819023212107,397,-278,294
FLT0001,Normal,2025-01-01T12:33:00,49.82651318906893,3.5329088775122943,8185.672446796019,458,252,217
FLT0001,Normal,2025-01-01T12:33:20,49.828128171774125,3.5296730396512803,7760.835851180845,389,80,18
FLT0001,Normal,2025-01-01T12:33:40,49.85149824475892,3.564883317457125,7910.093746556934,383,781,24
FLT0001,Normal,2025-01-01T12:34:00,49.86570037161326,3.59034907874865,8000.786554957727,355,-241,49
FLT0001,Normal,2025-01-01T12:34:20,49.87452756287826,3.5928749881759816,8007.047089064711,223,-676,120
FLT0001,Normal,2025-01-01T12:34:40,49.894360297245754,3.580779454702876,7932.490179278114,240,269,90
FLT0001,Normal,2025-01-01T12:35:00,49.913436481722506,3.6045536324257,8093.427489852124,209,-85,342
FLT0001,Normal,2025-01-01T12:35:20,49.94168065095841,3.6354879034381753,7839.856935592611,393,-59,205
FLT0001,Normal,2025-01-01T12:35:40,49.937987388866574,3.6291649160820674,7978.643077246806,273,369,331
FLT0001,Normal,2025-01-01T12:36:00,49.95223993343743,3.6541026238116636,8018.044344756785,222,316,343
FLT0001,Normal,2025-01-01T12:36:20,49.96234278916449,3.670833588856441,8077.165825108812,386,-271,65
FLT0001,Normal,2025-01-01T12:36:40,49.9573223549611,3.6672407623983134,8106.742231713333,419,-215,155
FLT0001,Normal,2025-01-01T12:37:00,49.98966774715155,3.689337632345423,7831.30368622432,396,421,224
FLT0001,Normal,2025-01-01T12:37:20,50.0039580067974,3.670943031297296,7769.8828743896565,472,581,222
FLT0001,Normal,2025-01-01T12:37:40,50.04141094461479,3.70653464707659,8191.651523284776,298,554,320
FLT0001,Normal,2025-01-01T12:38:00,50.028277732634066,3.727675660767948,8049.847101796939,344,348,6
FLT0001,Normal,2025-01-01T12:38:20,50.04663963449716,3.7311463292541776,7887.7270195165165,435,-207,248
FLT0001,Normal,2025-01-01T12:38:40,50.05669986216872,3.773371092905088,8232.67279632838,283,363,321
FLT0001,Normal,2025-01-01T12:39:00,50.058783018281524,3.7561683848781118,8017.351195143929,322,-102,329
FLT0001,Normal,2025-01-01T12:39:20,50.09532084559481,3.7794921725826947,8176.894577609574,297,127,72
FLT0001,Normal,2025-01-01T12:39:40,50.10483476656847,3.798622842014472,8010.1277722115165,475,153,242
FLT0001,Normal,2025-01-01T12:40:00,50.11864857450399,3.8251509879242183,8309.112188732299,293,222,321
FLT0001,Normal,2025-01-01T12:40:20,50.115067199277554,3.8098024523137086,8263.301126366481,443,767,289
FLT0001,Normal,2025-01-01T12:40:40,50.15161183572681,3.8492155301389994,7962.655377728139,383,-612,265
FLT0001,Normal,2025-01-01T12:41:00,50.136988200781474,3.851109042019592,8145.735642643153,365,98,268
FLT0001,Normal,2025-01-01T12:41:20,50.170298101139345,3.8546144436908634,8096.806392437772,307,-797,24
FLT0001,Normal,2025-01-01T12:41:40,50.19975690525139,3.8824733837359213,8205.294733629853,313,408,142
FLT0001,Normal,2025-01-01T12:42:00,50.18136980453393,3.8932657647409696,7855.261480912985,272,-342,234
FLT0001,Normal,2025-01-01T12:42:20,50.199035009281154,3.8986958178055935,8102.907718999766,205,258,159
FLT0001,Normal,2025-01-01T12:42:40,50.21911731902,3.918818826219028,8158.763673027438,251,-474,208
FLT0001,Normal,2025-01-01T12:43:00,50.22650886761991,3.9276904881924564,7736.189077036533,400,709,230
FLT0001,Normal,2025-01-01T12:43:20,50.22945980864236,3.9461016164055325,7822.511223100134,354,329,293
FLT0001,Normal,2025-01-01T12:43:40,50.25907489149303,3.965010568490177,7694.115173335985,241,-58,2
FLT0001,Normal,2025-01-01T12:44:00,50.26118904339965,3.9876722486983667,7959.588974833317,325,-153,20
FLT0001,Normal,2025-01-01T12:44:20,50.28997082363521,3.9728567443405907,8107.631338369394,288,-153,359
FLT0001,Normal,2025-01-01T12:44:40,50.28946347577847,4.019988051867368,8225.353557814404,233,739,341
FLT0001,Normal,2025-01-01T12:45:00,50.32757988096293,3.9925596589175267,8011.114217062966,224,32,22
FLT0001,Normal,2025-01-01T12:45:20,50.31767082278134,4.023985504754342,8244.292331835693,212,-438,35
FLT0001,Normal,2025-01-01T12:45:40,50.335705559334585,4.0448093465614905,7792.984781267766,417,52,304
FLT0001,Normal,2025-01-01T12:46:00,50.36048416546229,4.0551589119659415,7744.492634096727,500,60,160
FLT0001,Normal,2025-01-01T12:46:20,50.3534631689162,4.0595448168823305,7991.667845165507,472,594,99
FLT0001,Normal,2025-01-01T12:46:40,50.38146923021853,4.077113408368911,8057.609817340896,491,247,328
FLT0001,Normal,2025-01-01T12:47:00,50.405688877207254,4.087687440317842,7995.095787785886,351,73,85
FLT0001,Normal,2025-01-01T12:47:20,50.389965436110764,4.1001466208869335,7689.883684994018,308,-128,121
FLT0001,Normal,2025-01-01T12:47:40,50.42130942583365,4.1279591082185325,7986.631994073082,360,-327,300
FLT0001,Normal,2025-01-01T12:48:00,50.435484733982754,4.136456060899919,7804.329574924272,500,-166,198
FLT0001,Normal,2025-01-01T12:48:20,50.45412695354999,4.139379628879609,8100.450882324506,491,-519,308
FLT0001,Normal,2025-01-01T12:48:40,50.44736203651538,4.168727542378494,8054.989736914527,246,645,248
FLT0001,Normal,2025-01-01T12:49:00,50.459949796285265,4.1762273576248745,7859.018032050897,312,-662,325
FLT0001,Normal,2025-01-01T12:49:20,50.491796596864226,4.194705802396443,7922.919962399496,301,-248,9
FLT0001,Normal,2025-01-01T12:49:40,50.502969846732334,4.206296288419236,7841.117971716657,451,-117,297
FLT0002,Normal,2025-01-01T12:00:00,48.49937320902727,2.207569886166454,7861.5150130833645,266,584,86
FLT0002,Normal,2025-01-01T12:00:20,48.522974241996955,2.2042011655501703,7797.24730915755,412,195,178
FLT0002,Normal,2025-01-01T12:00:40,48.51698837712053,2.2355416967849493,7853.6190120534,384,-434,59
FLT0002,Normal,2025-01-01T12:01:00,48.54530892153102,2.253824834963889,8158.046269491176,490,497,205
FLT0002,Normal,2025-01-01T12:01:20,48.54838869898406,2.2578256242000223,7857.590166675209,443,568,133
FLT0002,Normal,2025-01-01T12:01:40,48.559185365637106,2.2858820520853125,8394.857309725609,391,-197,279
FLT0002,Normal,2025-01-01T12:02:00,48.57946660915213,2.272799020760642,8073.9976851321335,253,140,220
FLT0002,Normal,2025-01-01T12:02:20,48.583607308319436,2.2815131845105103,8027.7254185542315,424,232,22
FLT0002,Normal,2025-01-01T12:02:40,48.6018460572821,2.289595347846528,7871.246332972818,324,354,74
FLT0002,Normal,2025-01-01T12:03:00,48.60882659020163,2.3357658122424088,8105.046481911349,334,669,323
FLT0002,Normal,2025-01-01T12:03:20,48.65387543924862,2.3407718444830037,7913.654326064334,444,55,34
FLT0002,Normal,2025-01-01T12:03:40,48.648003642231124,2.347095160002305,8018.301472196804,295,-504,131
FLT0002,Normal,2025-01-01T12:04:00,48.654076570423435,2.363873511766554,8384.01268074032,210,-227,354
FLT0002,Normal,2025-01-01T12:04:20,48.67663644340264,2.3632417538223183,7985.591015041303,400,800,220
FLT0002,Normal,2025-01-01T12:04:40,48.68679618259034,2.412376982883417,8172.390998942851,207,-371,176
FLT0002,Normal,2025-01-01T12:05:00,48.69913258588386,2.402634493698947,7894.523536231117,244,280,193
FLT0002,Normal,2025-01-01T12:05:20,48.72090676767158,2.41585904861719,7994.751726425456,405,695,255
FLT0002,Normal,2025-01-01T12:05:40,48.735762996563565,2.435445585702074,8265.620095345326,286,700,98
FLT0002,Normal,2025-01-01T12:06:00,48.73630572677893,2.446420830572401,7905.954941331835,342,393,187
FLT0002,Normal,2025-01-01T12:06:20,48.74927537464053,2.4572723972897714,8271.86728369954,269,701,151
FLT0002,Normal,2025-01-01T12:06:40,48.765705858867406,2.4605516312844733,8106.162790318322,239,-295,308
FLT0002,Normal,2025-01-01T12:07:00,48.758859982983516,2.4865938782022323,7915.62998361586,467,639,166
FLT0002,Normal,2025-01-01T12:07:20,48.78015010280083,2.5141222583875695,8094.861160858328,209,-251,8
FLT0002,Normal,2025-01-01T12:07:40,48.82239357488921,2.5221790326763154,8145.88316744401,227,-481,199
FLT0002,Normal,2025-01-01T12:08:00,48.838597328141724,2.5380795172731054,8093.271494332579,469,-606,269
FLT0002,Normal,2025-01-01T12:08:20,48.8330801094031,2.5304583130343463,7764.466292016432,369,747,148
FLT0002,Normal,2025-01-01T12:08:40,48.85475885822116,2.5390972403880183,7890.929423626269,426,143,341
FLT0002,Normal,2025-01-01T12:09:00,48.86552860892799,2.5611582381815543,7962.872204667275,204,391,172
FLT0002,Normal,2025-01-01T12:09:20,48.90662773425905,2.5763961752973836,7988.834985634993,462,162,16
FLT0002,Normal,2025-01-01T12:09:40,48.90045749408078,2.600203660151153,8093.100814632602,348,457,297
FLT0002,Normal,2025-01-01T12:10:00,48.90140538784358,2.585759917461241,8026.655150139988,344,-547,355
FLT0002,Normal,2025-01-01T12:10:20,48.906551978144336,2.631402885744942,7799.698346193485,331,-469,232
FLT0002,Normal,2025-01-01T12:10:40,48.913465738139706,2.627950122356492,8057.029677650895,397,5,117
FLT0002,Normal,2025-01-01T12:11:00,48.9449876564929,2.638684209434754,8091.587861792574,305,-114,352
FLT0002,Normal,2025-01-01T12:11:20,48.948812331473334,2.6462547951735726,8083.968567189656,232,293,277
FLT0002,Normal,2025-01-01T12:11:40,48.95557612062215,2.6532500909994634,8162.117108833193,353,675,312
FLT0002,Normal,2025-01-01T12:12:00,48.97675574766764,2.6914531823496866,8125.088323182335,217,442,15
FLT0002,Normal,2025-01-01T12:12:20,48.98582881526587,2.6973774749738975,8068.877011884266,426,702,322
FLT0002,Normal,2025-01-01T12:12:40,49.02693853044468,2.6971675050965493,7989.475143281203,479,596,249
FLT0002,Normal,2025-01-01T12:13:00,49.032306330455405,2.71053914516527,7750.855859972601,444,-514,354
FLT0002,Normal,2025-01-01T12:13:20,49.036833025264684,2.733554904684951,8064.442732869888,379,584,219
FLT0002,Normal,2025-01-01T12:13:40,49.0651350118587,2.7670257857226925,8031.153153074467,229,-461,292
FLT0002,Normal,2025-01-01T12:14:00,49.06453207233822,2.761162475748109,8040.736825579306,216,-228,118
FLT0002,Normal,2025-01-01T12:14:20,49.06856836604041,2.7621497785225104,7808.487713626953,415,739,54
FLT0002,Normal,2025-01-01T12:14:40,49.10583526761834,2.7881465962047782,7837.841518938761,490,374,129
FLT0002,Normal,2025-01-01T12:15:00,49.10941594607443,2.8012996099401075,8157.972927999936,498,-585,168
FLT0002,Normal,2025-01-01T12:15:20,49.107077202886266,2.7904807980001145,7994.066726921502,499,225,25
FLT0002,Normal,2025-01-01T12:15:40,49.128969096440635,2.830329534556298,8102.225104605894,331,-499,196
FLT0002,Normal,2025-01-01T12:16:00,49.13553911947958,2.841985956711336,8004.247756419569,462,-284,226
FLT0002,Normal,2025-01-01T12:16:20,49.14389012349573,2.8646801844535035,8004.463420924361,386,334,252
FLT0002,Normal,2025-01-01T12:16:40,49.18040271507263,2.889630500546769,8140.742570896399,209,-791,171
FLT0002,Normal,2025-01-01T12:17:00,49.20365792479396,2.89582940868474,7922.593290767394,381,-761,214
FLT0002,Normal,2025-01-01T12:17:20,49.18400090144302,2.89529769027566,8014.418116541147,272,-81,216
FLT0002,Normal,2025-01-01T12:17:40,49.21703908834006,2.900344136885738,7930.658706694244,263,555,236
FLT0002,Normal,2025-01-01T12:18:00,49.21832578907388,2.950565812797599,7934.825565885153,247,151,354
FLT0002,Normal,2025-01-01T12:18:20,49.2333837797194,2.9388472178971923,7953.624181479704,409,290,37
FLT0002,Normal,2025-01-01T12:18:40,49.245753913106604,2.9518171452681226,8033.320065745057,252,-323,330
FLT0002,Normal,2025-01-01T12:19:00,49.256460763444146,2.96485942026984,7928.187706750478,283,341,221
FLT0002,Normal,2025-01-01T12:19:20,49.27900870621234,2.9805043375405647,8188.363418836028,321,36,154
FLT0002,Normal,2025-01-01T12:19:40,49.28363680756072,2.9905027046055928,7865.808904667075,281,-501,77
FLT0002,Normal,2025-01-01T12:20:00,49.308073695774574,2.999632507447976,7971.969253375796,485,5,339
FLT0002,Normal,2025-01-01T12:20:20,49.31828956521423,3.013323356896321,7934.040341258874,229,412,316
FLT0002,Normal,2025-01-01T12:20:40,49.32982528463201,3.0318872323985113,8217.04668265306,377,-725,83
FLT0002,Normal,2025-01-01T12:21:00,49.3365619472722,3.0402033361812797,8029.483216476736,482,-104,318
FLT0002,Normal,2025-01-01T12:21:20,49.35329268937888,3.051931944857792,8154.776680920295,205,698,102
FLT0002,Normal,2025-01-01T12:21:40,49.38003713373477,3.073547523753429,7777.165944044455,295,170,48
FLT0002,Normal,2025-01-01T12:22:00,49.390915212144705,3.083356268094248,8040.0575398803885,377,-512,123
FLT0002,Normal,2025-01-01T12:22:20,49.38955330661242,3.11436878894623,8133.444619343516,338,-651,312
FLT0002,Normal,2025-01-01T12:22:40,49.413745000906644,3.086241979768419,8012.342598391314,285,-754,244
FLT0002,Normal,2025-01-01T12:23:00,49.43368836787801,3.13708956516352,8159.822056259803,442,-496,280
FLT0002,Normal,2025-01-01T12:23:20,49.422903262625034,3.152058167361218,7922.406732484944,374,-221,51
FLT0002,Normal,2025-01-01T12:23:40,49.45845373615199,3.1322862319041067,8211.402116027837,408,612,168
FLT0002,Normal,2025-01-01T12:24:00,49.45981671543068,3.1630160770793307,8344.834718542888,297,-350,257
FLT0002,Normal,2025-01-01T12:24:20,49.48557175849801,3.176151363152123,7945.574215934051,330,342,172
FLT0002,Normal,2025-01-01T12:24:40,49.4856559990386,3.1792134736568487,7933.174621789884,293,569,146
FLT0002,Normal,2025-01-01T12:25:00,49.48866258838933,3.1989332425200647,8218.007671567655,377,326,100
FLT0002,Normal,2025-01-01T12:25:20,49.50385880380909,3.2090284697332616,8236.935821859606,225,-664,153
FLT0002,Normal,2025-01-01T12:25:40,49.53403789644648,3.2510797514141023,7921.57099592701,470,691,171
FLT0002,Normal,2025-01-01T12:26:00,49.54957709078902,3.256336649703287,7936.971977435622,242,-42,244
FLT0002,Normal,2025-01-01T12:26:20,49.55135951831271,3.2731182355137003,7957.732308670924,243,-656,197
FLT0002,Normal,2025-01-01T12:26:40,49.58021142794348,3.2810422239961374,7798.332423344858,442,375,289
FLT0002,Normal,2025-01-01T12:27:00,49.57063312152496,3.2759578044354787,7862.20220802737,369,-687,128
FLT0002,Normal,2025-01-01T12:27:20,49.60001034295313,3.2954259382767996,7849.37888498719,358,727,148
FLT0002,Normal,2025-01-01T12:27:40,49.601983797733915,3.318987705343823,7884.830365234381,457,-331,148
FLT0002,Normal,2025-01-01T12:28:00,49.62099841744547,3.315295500434571,7994.797266891983,236,-516,138
FLT0002,Normal,2025-01-01T12:28:20,49.641413584028605,3.3480695816171604,8035.1322098804785,494,528,86
FLT0002,Normal,2025-01-01T12:28:40,49.645758282454544,3.351959162125801,8232.575073922111,214,-589,234
FLT0002,Normal,2025-01-01T12:29:00,49.66393967945703,3.364037026823833,7850.246893889182,225,477,186
FLT0002,Normal,2025-01-01T12:29:20,49.691270981783425,3.3883176533733104,8147.648359771488,278,-99,347
FLT0002,Normal,2025-01-01T12:29:40,49.68886195378799,3.3990735055980825,7967.901673366174,218,559,280
FLT0002,Normal,2025-01-01T12:30:00,49.71641061239582,3.404444029616977,7992.580443552135,306,-493,233
FLT0002,Normal,2025-01-01T12:30:20,49.71017944152054,3.4330698081007567,8101.22292382499,376,-467,64
FLT0002,Normal,2025-01-01T12:30:40,49.740197370638214,3.4240886955830616,7831.591696765655,340,-282,304
FLT0002,Normal,2025-01-01T12:31:00,49.762737833857585,3.4544815037204497,8057.361461927608,245,-741,156
FLT0002,Normal,2025-01-01T12:31:20,49.73702852144168,3.467675979022637,8024.967831231958,311,337,303
FLT0002,Normal,2025-01-01T12:31:40,49.767198832680194,3.472072320841759,8073.867689601222,416,658,17
FLT0002,Normal,2025-01-01T12:32:00,49.79436132529865,3.491851934249267,8043.375296586173,372,253,136
FLT0002,Normal,2025-01-01T12:32:20,49.79998296895836,3.4895022870549393,8368.295020986634,393,-429,251
FLT0002,Normal,2025-01-01T12:32:40,49.81914770034445,3.524676511802807,7904.339002362302,473,-189,301
FLT0002,Normal,2025-01-01T12:33:00,49.82281920853553,3.527010039038255,7920.3504567497275,419,-715,184
FLT0002,Normal,2025-01-01T12:33:20,49.84314777706936,3.5370546489894403,7906.528921036285,457,-333,172
FLT0002,Normal,2025-01-01T12:33:40,49.85414792563265,3.5661947902449462,7916.678432125962,381,283,270
FLT0002,Normal,2025-01-01T12:34:00,49.880805337395124,3.562084079873096,7904.391930904022,339,-69,99
FLT0002,Normal,2025-01-01T12:34:20,49.885094544003486,3.5684657226068346,8178.352479666133,466,-653,342
FLT0002,Normal,2025-01-01T12:34:40,49.899349180983165,3.5804068626271772,8213.075637198479,224,625,196
FLT0002,Normal,2025-01-01T12:35:00,49.905277203493135,3.615456072667819,7914.388055937578,354,-703,130
FLT0002,Normal,2025-01-01T12:35:20,49.91794272970558,3.610014498421346,7875.146664034366,227,-6,267
